sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
新北(樹林),新北市,18,,良好,0,0.2,15.9,14.9,3,1,6.2,6.7,0.4,0.3,161,2024-05-21 01:00,,0.2,5.4,8,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,125,細懸浮微粒,對敏感族群不健康,0.8,0.47,36.5,39.4,67,48,7.4,8.8,1.3,0.3,164,2024-05-21 01:00,,0.5,44.7,71,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,68,細懸浮微粒,普通,0.2,0.29,24,45.0,51,22,10.8,11.8,0.9,0.2,118,2024-05-21 01:00,,0.2,22.6,46,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,134,細懸浮微粒,對敏感族群不健康,0.9,0.43,36.8,44.2,71,52,11.3,12.1,0.8,1.1,67,2024-05-21 01:00,,0.5,48.1,73,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,85,細懸浮微粒,普通,1.5,0.32,25.4,29.4,50,32,7.2,7.5,0.2,0.6,95,2024-05-21 01:00,,0.3,29.2,45,2,120.56373,23.96117,201
大城,彰化縣,32,,良好,1,0.1,16.1,35.8,26,8,5.8,6.3,0.5,0.6,108,2024-05-21 01:00,,0,6.3,24,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0,0.07,40.3,39.5,11,0,0.3,0.3,0,4.7,85,2024-05-21 01:00,,0,2.1,11,0,121.53656894,25.29681695,84
麥寮,雲林縣,29,,良好,,0.13,24.1,31.1,24,4,,,,1.1,120,2024-05-21 01:00,,0.1,6.3,24,0,120.251825,23.753506,83
關山,臺東縣,22,,良好,1,0.11,23.4,24.6,11,1,2.2,2.2,0,0.8,75,2024-05-21 01:00,,0.1,4.2,11,1,121.161933,23.045083,80
馬公,澎湖縣,33,,良好,0.2,0.13,30.5,37.0,12,18,4.1,5,0.9,2.3,38,2024-05-21 01:00,,0.1,6.8,12,0,119.566158,23.569031,78
金門,金門縣,32,,良好,0.6,0.21,36,35.4,3,2,2.1,2.7,0.5,1.8,65,2024-05-21 01:00,,0.2,5.1,4,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.4,0.11,50.1,45.2,10,18,1.9,2.5,0.6,1.1,326,2024-05-21 01:00,,0.1,6.6,12,0,119.93149378,26.15188416,75
埔里,南投縣,74,細懸浮微粒,普通,1.4,0.33,25.6,46.4,37,26,5.8,7,1.2,0.4,327,2024-05-21 01:00,,0.3,24.9,32,1,120.967903,23.968842,72
復興,高雄市,115,細懸浮微粒,對敏感族群不健康,0.2,0.43,36.2,37.4,41,31,11.7,13.1,1.4,0.5,138,2024-05-21 01:00,,0.9,41,62,1,120.312017,22.608711,71
永和,新北市,23,,良好,0.9,0.19,26.5,25.5,0,2,5.3,6.5,1.1,1,104,2024-05-21 01:00,,0.3,2.8,2,1,121.516306,25.017,70
竹山,南投縣,68,細懸浮微粒,普通,0.6,0.23,14,21.0,30,22,7.3,7.9,0.5,0.9,22,2024-05-21 01:00,,0.2,22.4,33,0,120.677306,23.756389,69
中壢,桃園市,18,,良好,1.9,0.34,22.5,14.9,7,2,8.3,11.7,3.4,0.8,15,2024-05-21 01:00,,0.8,5.5,9,2,121.221667,24.953278,68
三重,新北市,17,,良好,1.4,0.33,21.4,15.4,2,1,10.5,14.8,4.2,-,-,2024-05-21 01:00,,0.6,3.9,6,1,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,0,0.11,21.4,27.3,0,2,1.8,2.5,0.6,1,93,2024-05-21 01:00,,0.1,2.9,5,0,121.792928,24.632203,66
宜蘭,宜蘭縣,26,,良好,0.7,0.08,27,28.5,0,0,1.3,1.9,0.6,1.2,342,2024-05-21 01:00,,0.1,2.5,2,1,121.746394,24.747917,65
陽明,臺北市,32,,良好,0.1,0.13,35,35.6,0,1,0.9,1.4,0.5,1.7,170,2024-05-21 01:00,,0.1,0.2,0,0,121.529583,25.182722,64
花蓮,花蓮縣,25,,良好,0.8,0.17,14,25.6,16,8,3.1,4.3,1.1,1.1,223,2024-05-21 01:00,,0.2,7.8,11,0,121.599769,23.971306,63
臺東,臺東縣,24,,良好,0,0.18,19.3,26.3,9,3,4.8,4.4,0,0.2,309,2024-05-21 01:00,,0.2,1.5,10,0,121.15045,22.755358,62
恆春,屏東縣,27,,良好,0.5,0.12,28.6,29.9,4,1,1.4,2.1,0.6,3.7,36,2024-05-21 01:00,,0.1,2.7,5,0,120.788928,21.958069,61
潮州,屏東縣,92,細懸浮微粒,普通,0.5,0.21,5.6,24.3,23,15,5.2,6.3,1,0.4,79,2024-05-21 01:00,,0.4,32.2,54,1,120.561175,22.523108,60
屏東,屏東縣,117,細懸浮微粒,對敏感族群不健康,0.8,0.34,30.8,48.9,43,29,8.9,9.6,0.6,1.1,352,2024-05-21 01:00,,0.5,41.8,63,2,120.488033,22.673081,59
小港,高雄市,127,細懸浮微粒,對敏感族群不健康,1,0.52,29.8,34.8,70,49,17.7,18.4,0.6,0.4,292,2024-05-21 01:00,,0.6,45.6,70,2,120.337736,22.565833,58
前鎮,高雄市,113,細懸浮微粒,對敏感族群不健康,1.6,0.43,33.1,33.1,57,30,13.7,14,0.3,0.2,311,2024-05-21 01:00,,0.8,40.3,78,2,120.30833356,22.6044507,57
前金,高雄市,109,細懸浮微粒,對敏感族群不健康,0.7,0.55,30.9,27.7,93,40,15,15.4,0.4,0.6,337,2024-05-21 01:00,,0.7,38.4,82,1,120.28676111,22.63390278,56
左營,高雄市,128,細懸浮微粒,對敏感族群不健康,1.4,0.4,35.1,29.7,48,36,12.4,12.9,0.5,1.4,140,2024-05-21 01:00,,0.7,45.8,74,1,120.292917,22.674861,54
楠梓,高雄市,109,細懸浮微粒,對敏感族群不健康,1.1,0.38,35.1,43.9,60,32,15.1,16,0.8,0.3,67,2024-05-21 01:00,,0.5,38.7,68,2,120.328289,22.733667,53
林園,高雄市,144,細懸浮微粒,對敏感族群不健康,0.7,0.65,17.3,29.8,104,58,13.7,14,0.2,0.3,34,2024-05-21 01:00,,0.5,52,100,1,120.41175,22.4795,52
大寮,高雄市,152,細懸浮微粒,對所有族群不健康,1.1,0.45,24.5,29.1,87,53,13.8,14.4,0.6,0.1,353,2024-05-21 01:00,,0.5,55.5,94,2,120.425311,22.56413611,51
鳳山,高雄市,120,細懸浮微粒,對敏感族群不健康,1.7,0.39,33.4,43.7,57,40,10,10.7,0.6,0.3,40,2024-05-21 01:00,,0.5,42.9,69,2,120.357422,22.628126,50
仁武,高雄市,117,細懸浮微粒,對敏感族群不健康,1.3,0.37,37.9,44.6,,40,10.3,10.5,0.2,1.2,158,2024-05-21 01:00,,0.5,41.7,65,1,120.332631,22.689056,49
橋頭,高雄市,122,細懸浮微粒,對敏感族群不健康,1,0.37,38.3,41.8,52,39,10.4,10.7,0.3,1.1,90,2024-05-21 01:00,,0.5,43.7,67,2,120.305689,22.757506,48
美濃,高雄市,70,細懸浮微粒,普通,0.5,0.29,29.6,38.5,37,20,4,4.4,0.4,0.7,54,2024-05-21 01:00,,0.3,23.3,35,1,120.530542,22.883583,47
臺南,臺南市,115,細懸浮微粒,對敏感族群不健康,2.2,0.39,53.4,66.9,70,46,12.4,13,0.6,0.2,101,2024-05-21 01:00,,0.5,40.8,63,2,120.21947897,22.98928311,46
安南,臺南市,106,細懸浮微粒,對敏感族群不健康,1.2,0.41,39,62.5,63,43,14.7,14.9,0.2,0.3,75,2024-05-21 01:00,,0.4,37.3,62,1,120.2175,23.048197,45
善化,臺南市,89,細懸浮微粒,普通,1.2,0.29,25,48.8,58,31,13.4,14.4,0.9,0.2,181,2024-05-21 01:00,,0.3,30.8,61,1,120.29740529,23.11337642,44
新營,臺南市,62,細懸浮微粒,普通,1.1,0.31,22.2,39.9,45,21,10.1,11.3,1.2,0.3,179,2024-05-21 01:00,,0.3,19.8,46,1,120.31725,23.305633,43
嘉義,嘉義市,61,細懸浮微粒,普通,1.4,0.3,17.8,37.6,49,26,7.3,8.1,0.7,0.6,110,2024-05-21 01:00,,0.3,19.4,33,6,120.44125148,23.46477865,42
臺西,雲林縣,27,,良好,0.4,0.14,17.5,28.6,27,18,5.9,6.5,0.6,1.1,153,2024-05-21 01:00,,0.1,8.3,24,1,120.19933333,23.702175,41
朴子,嘉義縣,51,細懸浮微粒,普通,1.1,0.22,16.6,30.8,27,15,7.4,9,1.6,0.3,288,2024-05-21 01:00,,0.2,15.7,32,1,120.2478,23.46538,40
新港,嘉義縣,64,細懸浮微粒,普通,4.3,0.25,28.8,34.2,31,22,8.7,9.4,0.7,0.2,210,2024-05-21 01:00,,0.2,20.8,35,2,120.345531,23.554839,39
崙背,雲林縣,47,,良好,0.5,0.27,12,27.9,59,23,7.4,8.5,1,0.2,169,2024-05-21 01:00,,0.1,14.5,37,1,120.348742,23.757547,38
斗六,雲林縣,65,細懸浮微粒,普通,0.8,0.27,14.6,33.1,31,20,7.6,9,1.3,0.9,106,2024-05-21 01:00,,0.2,21,34,1,120.544994,23.711853,37
南投,南投縣,64,細懸浮微粒,普通,0.6,0.25,15.4,30.1,29,20,7.9,8.5,0.6,1.1,148,2024-05-21 01:00,,0.3,20.7,37,0,120.685306,23.913,36
二林,彰化縣,48,,良好,1.3,0.26,13.4,26.0,52,24,8,8.5,0.4,0.9,168,2024-05-21 01:00,,0.1,14.9,32,2,120.409653,23.925175,35
線西,彰化縣,38,,良好,0.4,0.25,23.9,28.8,46,8,6.1,6.8,0.6,1,168,2024-05-21 01:00,,0.2,11.7,36,1,120.469061,24.131672,34
彰化,彰化縣,51,細懸浮微粒,普通,1.2,0.28,18.6,28.9,42,24,9.3,10.4,1.1,0.8,182,2024-05-21 01:00,,0.2,15.5,37,1,120.541519,24.066,33
西屯,臺中市,68,細懸浮微粒,普通,0.8,0.33,27.4,31.4,38,24,12.5,12.7,0.2,0.5,168,2024-05-21 01:00,,0.4,22.4,42,1,120.616917,24.162197,32
忠明,臺中市,61,細懸浮微粒,普通,1,0.38,31.5,32.7,38,17,9.6,10.7,1.1,1.2,201,2024-05-21 01:00,,0.4,19.5,38,1,120.641092,24.151958,31
大里,臺中市,77,細懸浮微粒,普通,1,0.34,21.5,29.7,33,24,10.1,10.4,0.3,0.8,235,2024-05-21 01:00,,0.4,25.9,40,1,120.67844444,24.09961111,30
沙鹿,臺中市,54,細懸浮微粒,普通,2.6,0.4,11.2,26.3,43,21,20.3,21.3,1,0.4,99,2024-05-21 01:00,,0.3,16.7,41,1,120.568794,24.225628,29
豐原,臺中市,83,細懸浮微粒,普通,0.3,0.36,26,38.4,48,31,7.1,8,0.9,0.8,112,2024-05-21 01:00,,0.4,28.4,50,1,120.74252414,24.25699731,28
三義,苗栗縣,69,細懸浮微粒,普通,1.1,0.44,16.6,32.9,35,29,6.2,7.6,1.3,0.3,182,2024-05-21 01:00,,0.3,22.9,35,1,120.75956754,24.38248443,27
苗栗,苗栗縣,37,,良好,2.8,0.24,5.3,14.6,16,8,17.9,19.4,1.5,1.2,9,2024-05-21 01:00,,0.2,11.3,22,2,120.82011468,24.56499183,26
頭份,苗栗縣,32,,良好,0.6,0.24,11.1,15.7,7,9,13.5,14.7,1.1,1.4,82,2024-05-21 01:00,,0.3,10,17,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.2,0.17,24.2,21.5,0,2,6.6,6.8,0.2,1.3,53,2024-05-21 01:00,,0.2,3,6,0,120.97236752,24.8056356,24
竹東,新竹縣,34,,良好,0.3,0.17,16.1,17.4,2,7,5.7,6,0.2,1.6,79,2024-05-21 01:00,,0.2,10.5,10,0,121.08895493,24.74091408,23
湖口,新竹縣,21,,良好,0.4,0.17,20.1,23.7,7,5,8.5,9.1,0.5,2.8,58,2024-05-21 01:00,,0.2,6.4,7,0,121.03886894,24.90009696,22
龍潭,桃園市,19,,良好,0.9,0.15,24.1,21.9,6,1,6.5,7.1,0.6,1.5,57,2024-05-21 01:00,,0.2,2.6,8,0,121.21645772,24.86400048,21
平鎮,桃園市,22,,良好,0.3,0.19,26.8,24.8,0,1,6.2,7,0.8,2.1,77,2024-05-21 01:00,,0.2,1.3,4,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0,0.09,32.4,26.4,10,5,3.8,4.8,0.9,4.6,63,2024-05-21 01:00,,0.1,4.5,12,0,121.08283092,25.03556747,19
大園,桃園市,20,,良好,1.7,0.14,25.2,22.8,7,0,10.4,12,1.6,2.7,26,2024-05-21 01:00,,0.1,1,9,1,121.20251473,25.06100357,18
桃園,桃園市,23,,良好,1.4,0.18,26.9,25.0,1,0,5.5,6,0.5,2,76,2024-05-21 01:00,,0.2,2.9,4,1,121.30500531,24.9947107,17
大同,臺北市,27,,良好,0.7,0.48,21.4,12.6,8,6,10.4,14.8,4.4,-,-,2024-05-21 01:00,,0.8,8.4,12,0,121.51342074,25.06331455,16
松山,臺北市,21,,良好,0.4,0.13,28,23.3,8,6,5.1,6.4,1.2,1,50,2024-05-21 01:00,,0.2,6,7,0,121.578611,25.05,15
古亭,臺北市,20,,良好,0.7,0.13,26.1,22.3,3,0,4.9,5.2,0.3,1.5,54,2024-05-21 01:00,,0.1,3.3,4,1,121.529556,25.020608,14
萬華,臺北市,22,,良好,0.4,0.15,28.4,24.6,8,2,6.3,6.9,0.5,1.4,84,2024-05-21 01:00,,0.2,3.7,7,0,121.507972,25.046503,13
中山,臺北市,20,,良好,0.7,0.18,26.4,22.3,7,0,5.4,6,0.6,2.3,122,2024-05-21 01:00,,0.3,2.2,5,1,121.526528,25.062361,12
士林,臺北市,28,,良好,0.2,0.13,27,30.2,2,1,3.2,3.9,0.7,0.6,321,2024-05-21 01:00,,0.1,2.5,4,0,121.51666356,25.10334003,11
淡水,新北市,25,,良好,0.3,0.19,24.7,27.0,6,1,6.4,6.7,0.3,0.8,150,2024-05-21 01:00,,0.1,2,7,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.1,0.17,26.9,26.2,1,0,6.6,7.8,1.1,2,71,2024-05-21 01:00,,0.2,3.6,3,0,121.36548982,25.07798949,9
菜寮,新北市,23,,良好,0.6,0.17,28.1,25.5,3,0,,,,2.3,107,2024-05-21 01:00,,0.2,1.7,6,1,121.481028,25.06895,8
新莊,新北市,24,,良好,0,0.15,27.7,26.5,0,4,4.5,4.7,0.2,1.6,89,2024-05-21 01:00,,0.2,4.6,3,0,121.4325,25.037972,7
板橋,新北市,21,,良好,0.6,0.19,26.5,23.1,0,0,6.9,7.4,0.5,0.8,84,2024-05-21 01:00,,0.3,1.5,2,0,121.458667,25.012972,6
土城,新北市,22,,良好,0.3,0.19,22.6,24.4,7,5,6.4,7,0.6,0.9,19,2024-05-21 01:00,,0.2,4.5,7,0,121.451861,24.982528,5
新店,新北市,23,,良好,1.3,0.16,22.2,25.4,4,4,5.9,6.6,0.7,1.4,203,2024-05-21 01:00,,0.2,3,5,1,121.537778,24.977222,4
萬里,新北市,33,,良好,0.5,0.12,37.3,36.7,25,6,1.2,1.8,0.5,2.9,33,2024-05-21 01:00,,0.1,1.7,13,0,121.689881,25.179667,3
汐止,新北市,26,,良好,0,0.1,30.7,28.9,0,0,3.8,4.1,0.3,1.7,35,2024-05-21 01:00,,0.1,1.4,3,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.1,0.12,33.6,31.5,17,0,0.6,1.3,0.7,1.2,90,2024-05-21 01:00,,0.1,0.4,8,0,121.760056,25.129167,1
屏東(枋山),屏東縣,32,,良好,0.1,0.09,21.9,36.0,8,4,2.6,2.9,0.2,2.2,80,2024-05-21 00:00,,0.1,6.6,17,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,36,,良好,0.3,0.26,9.5,26.7,19,6,13.6,15,1.3,0.6,59,2024-05-21 00:00,,0.2,11.2,27,0,120.65525382,24.39017512,312
新北(樹林),新北市,22,,良好,0,0.18,16.6,14.8,6,5,7,7.8,0.8,0.6,149,2024-05-21 00:00,,0.3,6.7,9,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,123,細懸浮微粒,對敏感族群不健康,1,0.52,40.5,41.4,88,50,9.1,10.4,1.3,0.4,64,2024-05-21 00:00,,0.5,44,71,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,68,細懸浮微粒,普通,0.4,0.29,26.3,49.0,43,19,11.3,12.1,0.8,0.2,113,2024-05-21 00:00,,0.2,22.5,45,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,128,細懸浮微粒,對敏感族群不健康,0.9,0.45,41.6,48.1,76,53,13.7,14.4,0.7,0.9,52,2024-05-21 00:00,,0.5,46.1,72,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,80,細懸浮微粒,普通,1.6,0.32,27.6,31.9,39,35,8.3,8.5,0.2,0.4,98,2024-05-21 00:00,,0.4,27.2,43,2,120.56373,23.96117,201
大城,彰化縣,37,,良好,1.2,0.09,30.2,40.2,23,5,3.9,4.3,0.4,0.5,89,2024-05-21 00:00,,0,5.9,22,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0,0.07,40.9,39.4,14,1,0.3,0.4,0,5.8,81,2024-05-21 00:00,,0,2.2,11,0,121.53656894,25.29681695,84
麥寮,雲林縣,31,,良好,0,0.14,19,33.3,26,5,,,,0.8,30,2024-05-21 00:00,,0.1,6.6,24,0,120.251825,23.753506,83
關山,臺東縣,23,,良好,1,0.11,25,25.6,11,4,2.4,2.3,0,0.7,18,2024-05-21 00:00,,0.1,5.2,11,1,121.161933,23.045083,80
馬公,澎湖縣,35,,良好,0.2,0.14,33.7,38.4,13,3,3.4,4.4,1,3,42,2024-05-21 00:00,,0.1,4.8,12,0,119.566158,23.569031,78
金門,金門縣,32,,良好,0.8,0.22,35.6,35.6,1,1,2.4,3.1,0.6,1.4,47,2024-05-21 00:00,,0.2,5.8,5,1,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.5,0.12,47.6,44.7,16,4,2.1,2.7,0.5,1.7,328,2024-05-21 00:00,,0.1,4.3,12,0,119.93149378,26.15188416,75
埔里,南投縣,72,細懸浮微粒,普通,1.5,0.35,29.3,51.1,29,30,6.9,8.2,1.2,0.9,274,2024-05-21 00:00,,0.3,24.2,31,1,120.967903,23.968842,72
復興,高雄市,118,細懸浮微粒,對敏感族群不健康,0.5,0.53,38.6,36.7,71,46,15.2,16.8,1.6,0.8,102,2024-05-21 00:00,,0.9,42,66,1,120.312017,22.608711,71
永和,新北市,23,,良好,1,0.24,25.2,25.4,1,3,6.8,8,1.2,0.7,81,2024-05-21 00:00,,0.3,3,2,1,121.516306,25.017,70
竹山,南投縣,71,細懸浮微粒,普通,0.6,0.24,14.2,26.0,32,19,9.4,10.1,0.6,0.7,133,2024-05-21 00:00,,0.3,23.5,35,0,120.677306,23.756389,69
中壢,桃園市,21,,良好,2.6,0.37,23.3,13.7,7,4,9.5,13.3,3.7,0.5,319,2024-05-21 00:00,,0.9,6.5,9,2,121.221667,24.953278,68
三重,新北市,23,,良好,1.2,0.43,19,14.2,1,3,14.1,20.9,6.7,-,-,2024-05-21 00:00,,0.7,4.2,7,1,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,0,0.11,25.1,27.6,3,1,1.6,2.2,0.6,0.9,340,2024-05-21 00:00,,0.1,3.6,7,0,121.792928,24.632203,66
宜蘭,宜蘭縣,27,,良好,1.2,0.1,23.9,29.2,0,0,1.9,2.7,0.8,0.6,13,2024-05-21 00:00,,0.1,3.1,3,1,121.746394,24.747917,65
陽明,臺北市,32,,良好,0.1,0.13,34.8,35.6,0,0,0.9,1.6,0.6,1.6,200,2024-05-21 00:00,,0.1,0.2,0,0,121.529583,25.182722,64
花蓮,花蓮縣,26,,良好,0.7,0.19,13.3,28.4,9,9,5.1,6.6,1.5,1.3,210,2024-05-21 00:00,,0.2,7.5,10,0,121.599769,23.971306,63
臺東,臺東縣,26,,良好,0,0.17,23.4,28.2,10,0,4.5,4.8,0.3,0.2,28,2024-05-21 00:00,,0.2,1.2,10,0,121.15045,22.755358,62
恆春,屏東縣,28,,良好,0.5,0.12,31.1,30.2,5,0,1.4,2.2,0.7,4.6,44,2024-05-21 00:00,,0.1,3,6,0,120.788928,21.958069,61
潮州,屏東縣,104,細懸浮微粒,對敏感族群不健康,0.4,0.32,11.7,26.9,37,26,6.9,7.9,0.9,0.4,97,2024-05-21 00:00,,0.4,36.8,62,1,120.561175,22.523108,60
屏東,屏東縣,125,細懸浮微粒,對敏感族群不健康,0.9,0.4,38.9,52.4,58,41,10.7,11.3,0.5,1.5,30,2024-05-21 00:00,,0.5,44.8,70,2,120.488033,22.673081,59
小港,高雄市,125,細懸浮微粒,對敏感族群不健康,1,0.57,31.6,34.2,77,49,21.6,22.4,0.7,1,73,2024-05-21 00:00,,0.6,44.9,69,2,120.337736,22.565833,58
前鎮,高雄市,118,細懸浮微粒,對敏感族群不健康,1.8,0.54,36,32.0,89,44,17,17.6,0.5,0.2,339,2024-05-21 00:00,,0.8,42.1,80,3,120.30833356,22.6044507,57
前金,高雄市,109,細懸浮微粒,對敏感族群不健康,1,0.57,41,29.6,87,37,16.1,16.4,0.3,1.3,346,2024-05-21 00:00,,0.7,38.7,79,1,120.28676111,22.63390278,56
左營,高雄市,133,細懸浮微粒,對敏感族群不健康,1.3,0.5,40,32.0,71,47,18.2,18.8,0.6,0.6,135,2024-05-21 00:00,,0.7,48,81,1,120.292917,22.674861,54
楠梓,高雄市,114,細懸浮微粒,對敏感族群不健康,1.1,0.42,38.9,47.3,62,35,15.4,16.1,0.7,0.6,79,2024-05-21 00:00,,0.5,40.7,71,2,120.328289,22.733667,53
林園,高雄市,138,細懸浮微粒,對敏感族群不健康,0.4,0.63,24.4,33.2,121,60,15.5,15.7,0.2,1.1,37,2024-05-21 00:00,,0.5,49.6,97,1,120.41175,22.4795,52
大寮,高雄市,151,細懸浮微粒,對所有族群不健康,1.1,0.5,28.7,29.3,98,61,16.1,16.7,0.6,0.7,55,2024-05-21 00:00,,0.5,55,95,2,120.425311,22.56413611,51
鳳山,高雄市,120,細懸浮微粒,對敏感族群不健康,1.7,0.47,29.2,44.7,69,43,13.6,14.1,0.5,0.5,82,2024-05-21 00:00,,0.6,42.8,72,2,120.357422,22.628126,50
仁武,高雄市,121,細懸浮微粒,對敏感族群不健康,0.8,0.4,44.6,46.1,58,34,10.6,10.9,0.2,0.9,86,2024-05-21 00:00,,0.5,43.1,67,1,120.332631,22.689056,49
橋頭,高雄市,125,細懸浮微粒,對敏感族群不健康,1.8,0.44,33.7,45.5,63,42,15.3,15.8,0.4,1.6,77,2024-05-21 00:00,,0.5,44.8,72,2,120.305689,22.757506,48
美濃,高雄市,72,細懸浮微粒,普通,0.4,0.29,28.8,42.4,37,20,5,5.5,0.4,0.8,58,2024-05-21 00:00,,0.3,24,36,1,120.530542,22.883583,47
臺南,臺南市,113,細懸浮微粒,對敏感族群不健康,1.8,0.44,59.3,71.0,65,44,12.6,13.5,0.8,0.2,97,2024-05-21 00:00,,0.5,40.2,61,2,120.21947897,22.98928311,46
安南,臺南市,104,細懸浮微粒,對敏感族群不健康,0.9,0.44,39.4,68.7,74,41,15,15,0,0.7,68,2024-05-21 00:00,,0.4,36.5,61,1,120.2175,23.048197,45
善化,臺南市,90,細懸浮微粒,普通,1,0.29,29.8,54.0,63,29,11.6,12.3,0.7,0.8,148,2024-05-21 00:00,,0.3,31.4,62,1,120.29740529,23.11337642,44
新營,臺南市,63,細懸浮微粒,普通,1.3,0.3,23.2,44.7,39,19,11.1,12.3,1.2,0.3,76,2024-05-21 00:00,,0.2,20.2,48,1,120.31725,23.305633,43
嘉義,嘉義市,59,細懸浮微粒,普通,1.3,0.32,29.9,41.4,29,17,7.4,8.3,0.9,1.4,106,2024-05-21 00:00,,0.2,18.8,30,6,120.44125148,23.46477865,42
臺西,雲林縣,29,,良好,0.4,0.15,19.1,31.1,24,5,5.3,6.1,0.8,0.5,279,2024-05-21 00:00,,0.1,6.3,24,1,120.19933333,23.702175,41
朴子,嘉義縣,54,細懸浮微粒,普通,0.6,0.18,22.9,34.9,31,18,5.7,7.4,1.6,0.3,318,2024-05-21 00:00,,0.2,16.7,34,1,120.2478,23.46538,40
新港,嘉義縣,62,細懸浮微粒,普通,3.8,0.27,30.6,35.0,32,20,8.9,9.7,0.8,0.2,111,2024-05-21 00:00,,0.2,19.9,37,2,120.345531,23.554839,39
崙背,雲林縣,43,,良好,0.6,0.15,15.6,31.3,30,10,4.4,5.4,0.9,0.9,126,2024-05-21 00:00,,0.1,13.2,33,1,120.348742,23.757547,38
斗六,雲林縣,66,細懸浮微粒,普通,1.4,0.28,21.6,37.1,34,22,7.4,8.7,1.3,0.4,132,2024-05-21 00:00,,0.2,21.5,35,1,120.544994,23.711853,37
南投,南投縣,64,細懸浮微粒,普通,0.5,0.27,13.8,35.5,31,20,7.8,8.6,0.7,0.8,185,2024-05-21 00:00,,0.3,20.8,39,0,120.685306,23.913,36
二林,彰化縣,42,,良好,1.4,0.16,14.3,31.1,25,12,5.8,6,0.2,0.5,125,2024-05-21 00:00,,0.1,12.8,28,2,120.409653,23.925175,35
線西,彰化縣,38,,良好,1,0.26,20.2,31.9,37,10,8.9,9.5,0.5,1.4,176,2024-05-21 00:00,,0.2,11.6,34,1,120.469061,24.131672,34
彰化,彰化縣,43,,良好,1.2,0.28,17.9,31.9,36,17,10.4,11.2,0.8,0.9,201,2024-05-21 00:00,,0.2,13.2,35,1,120.541519,24.066,33
西屯,臺中市,67,細懸浮微粒,普通,0.3,0.37,23.4,35.0,40,27,16.9,17.3,0.3,1.3,212,2024-05-21 00:00,,0.4,21.8,43,1,120.616917,24.162197,32
忠明,臺中市,60,細懸浮微粒,普通,1.1,0.39,31.6,35.7,37,24,11.6,12.8,1.2,1.2,195,2024-05-21 00:00,,0.4,19.3,39,1,120.641092,24.151958,31
大里,臺中市,76,細懸浮微粒,普通,0.8,0.38,23.8,32.2,39,30,12.4,12.8,0.3,1.4,255,2024-05-21 00:00,,0.4,25.6,41,1,120.67844444,24.09961111,30
沙鹿,臺中市,51,細懸浮微粒,普通,2.8,0.37,11.7,31.9,47,19,21.3,22.4,1,0.7,191,2024-05-21 00:00,,0.3,15.5,40,1,120.568794,24.225628,29
豐原,臺中市,80,細懸浮微粒,普通,0.5,0.46,20,42.2,51,25,11.2,12.1,0.9,1.1,113,2024-05-21 00:00,,0.4,27.2,50,1,120.74252414,24.25699731,28
三義,苗栗縣,65,細懸浮微粒,普通,1.3,0.42,25.7,38.8,43,25,7.3,8.4,1.1,0.3,339,2024-05-21 00:00,,0.3,21.3,34,1,120.75956754,24.38248443,27
苗栗,苗栗縣,40,,良好,3.3,0.24,5.8,19.0,17,9,18.3,19.9,1.6,1.5,21,2024-05-21 00:00,,0.2,12.3,22,2,120.82011468,24.56499183,26
頭份,苗栗縣,34,,良好,0.7,0.26,13.8,17.5,10,11,11.9,13,1.1,1.1,71,2024-05-21 00:00,,0.3,10.4,21,1,120.89869286,24.69690679,25
新竹,新竹市,20,,良好,0.1,0.19,22.7,22.8,0,0,7.7,8,0.2,1.7,46,2024-05-21 00:00,,0.2,3.8,8,0,120.97236752,24.8056356,24
竹東,新竹縣,36,,良好,0.2,0.18,14.5,19.8,5,5,6.4,6.8,0.3,0.2,105,2024-05-21 00:00,,0.2,11.1,12,0,121.08895493,24.74091408,23
湖口,新竹縣,22,,良好,0.2,0.17,27.1,25.0,0,8,5.5,6.2,0.6,1.8,40,2024-05-21 00:00,,0.2,6.7,7,0,121.03886894,24.90009696,22
